,post_id,party_name,case_number,case_type,case_status,file_date,status_date
0,52360579,Home Point Financial Corporation,16 SM 003205,Servicemembers,Closed,20160328,20160916
1,53138116,Home Point Financial Corporation,15 SM 011277,Servicemembers,Closed,20151217,20160610
2,55716170,Home Point Financial Corporation,16 SM 000916,Servicemembers,Open,20160129,20160129
3,56652485,Home Point Financial Corporation,15 SM 008385,Servicemembers,Closed,20150928,20151208
4,59286836,Home Point Financial Corporation,16 SM 004286,Servicemembers,Closed,20160426,20161027
5,65920110,Home Point Financial Corporation,16 SM 008978,Servicemembers,Open,20160916,20160916
6,66344301,Home Point Financial Corporation,16 SM 007702,Servicemembers,Open,20160802,20160802
7,66623517,Home Point Financial Corporation,16 SM 007589,Servicemembers,Open,20160728,20160728
8,71420322,Home Point Financial Corporation,16 SM 005888,Servicemembers,Open,20160608,20160608
9,81276161,Home Point Financial Corporation,17 SM 007060,Servicemembers,Closed,20170825,20210301
10,81995068,Home Point Financial Corporation,17 SM 009242,Servicemembers,Closed,20171128,20180604
11,82011232,Home Point Financial Corporation,17 SM 008726,Servicemembers,Closed,20171101,20180307
12,82632443,Home Point Financial Corporation,18 SM 000136,Servicemembers,Open,20180110,20180110
13,82728814,Home Point Financial Corporation,18 SM 000748,Servicemembers,Closed,20180205,20180531
14,83061848,Home Point Financial Corporation,17 SM 000974,Servicemembers,Closed,20170202,20170906
15,83062734,Home Point Financial Corporation,19 SM 002633,Servicemembers,Closed,20190528,20190716
16,83089324,Home Point Financial Corporation,19 SM 002687,Servicemembers,Closed,20190530,20190716
17,83250187,Home Point Financial Corporation,19 SM 002980,Servicemembers,Closed,20190621,20190806
18,83798100,Home Point Financial Corporation,19 SM 002579,Servicemembers,Closed,20190523,20190611
19,83916922,Home Point Financial Corporation,19 SM 004150,Servicemembers,Open,20190912,20190912
20,83929840,Home Point Financial Corporation,19 SM 004320,Servicemembers,Closed,20190920,20191121
21,83969145,Home Point Financial Corporation,19 SM 003295,Servicemembers,Closed,20190717,20190828
22,83975181,Home Point Financial Corporation,20 SM 000382,Servicemembers,Closed,20200123,20200128
23,84013698,Home Point Financial Corporation,20 SM 000721,Servicemembers,Closed,20200207,20201201
24,84014918,Home Point Financial Corporation,20 SM 000459,Servicemembers,Closed,20200127,20200318
25,84029617,Home Point Financial Corporation,19 SM 004545,Servicemembers,Closed,20191001,20191120
26,84135502,Home Point Financial Corporation,19 SM 005150,Servicemembers,Closed,20191029,20191216
27,84478059,Home Point Financial Corporation,17 SM 006780,Servicemembers,Closed,20170815,20180518
28,85132677,Home Point Financial Corporation,1982CV01130,Equitable Remedies,Open,20190904,20190904
29,86919223,Home Point Financial Corporation,19 SM 000151,Servicemembers,Closed,20190110,20190523
30,87121647,Home Point Financial Corporation,18 SM 002039,Servicemembers,Open,20180328,20180328
31,87194033,Home Point Financial Corporation,18 SM 002483,Servicemembers,Open,20180417,20180417
32,87285424,Home Point Financial Corporation,19 SM 002349,Servicemembers,Closed,20190507,20190710
33,87681963,Home Point Financial Corporation,18 SM 005067,Servicemembers,Closed,20180801,20181023
34,87779496,Home Point Financial Corporation,18 SM 001946,Servicemembers,Closed,20180323,20180813
35,87633688,HomePoint Financial Corporation,18 SM 001382,Servicemembers,Open,20180301,20180301
