,post_id,party_name,case_number,case_type,case_status,file_date,status_date
0,11998484,21st Mortgage Corporation,1143CV000263,Civil,Disposed (Statistical Purposes),20110520,20120411
1,16333064,21st Mortgage Corporation,13 MISC 478326,Servicemembers,Closed,20130625,20130816
2,24885566,21st Mortgage Corporation,0720CV000412,Civil,Disposed (Statistical Purposes),20070612,20070921
3,28744917,21st Mortgage Corporation,1538SU000051,Summary Process,Closed (Transferred),20150320,20150415
4,28747551,21st Mortgage Corporation,1538SU000050,Summary Process,Closed (Transferred),20150320,20150415
5,40449106,21st Mortgage Corporation,15H77SP001538,Housing Court Summary Process,Closed,20150417,20150514
6,40451738,21st Mortgage Corporation,15H77SP001537,Housing Court Summary Process,Closed,20150417,20150501
7,41701420,21st Mortgage Corporation,15 SM 002759,Servicemembers,Closed,20150406,20150813
8,48693797,21st Mortgage Corporation,1636SU000055,Summary Process,Pending,20160401,20160401
9,50912581,21st Mortgage Corporation,15 SM 000181,Servicemembers,Closed,20150113,20150520
10,51001787,21st Mortgage Corporation,14 MISC 484097,Servicemembers,Closed,20140605,20140731
11,51139310,21st Mortgage Corporation,14 MISC 487106,Servicemembers,Closed,20141010,20150402
12,51174553,21st Mortgage Corporation,14 MISC 487178,Servicemembers,Closed,20141014,20150818
13,51579952,21st Mortgage Corporation,14 MISC 487471,Servicemembers,Closed,20141023,20150318
14,51695526,21st Mortgage Corporation,15 SM 005706,Servicemembers,Closed,20150715,20151007
15,53039435,21st Mortgage Corporation,15 SM 010707,Servicemembers,Open,20151203,20151203
16,54597541,21st Mortgage Corporation,14 MISC 488581,Servicemembers,Closed,20141204,20150508
17,54721233,21st Mortgage Corporation,14 MISC 488090,Servicemembers,Closed,20141113,20150401
18,55124026,21st Mortgage Corporation,14 MISC 488785,Servicemembers,Closed,20141212,20150813
19,55648552,21st Mortgage Corporation,06H85SP002822,Housing Court Summary Process,Closed,20060911,20060920
20,56116656,21st Mortgage Corporation,16 SM 002109,Servicemembers,Closed,20160229,20160822
21,56873130,21st Mortgage Corporation,16 SM 000758,Servicemembers,Closed,20160125,20160520
22,57044175,21st Mortgage Corporation,16 SM 003934,Servicemembers,Open,20160415,20160415
23,58077717,21st Mortgage Corporation,15 SM 000833,Servicemembers,Closed,20150211,20150629
24,58354773,21st Mortgage Corporation,14 MISC 485894,Servicemembers,Closed,20140827,20141114
25,59505655,21st Mortgage Corporation,14 MISC 485818,Servicemembers,Closed,20140822,20141028
26,60296592,21st Mortgage Corporation,12 MISC 470620,Servicemembers,Closed,20120907,20130319
27,60502990,21st Mortgage Corporation,12 MISC 471361,Servicemembers,Closed,20120921,20130823
28,60751412,21st Mortgage Corporation,12 MISC 472129,Servicemembers,Closed,20121005,20130819
29,62153250,21st Mortgage Corporation,15 SM 009183,Servicemembers,Closed,20151020,20160311
30,62457713,21st Mortgage Corporation,16 SM 000622,Servicemembers,Closed,20160120,20160512
31,62732408,21st Mortgage Corporation,15 SM 000358,Servicemembers,Closed,20150121,20150522
32,63327311,21st Mortgage Corporation,14 MISC 484398,Servicemembers,Open,20140624,20140812
33,63589911,21st Mortgage Corporation,15 SM 004552,Servicemembers,Closed,20150603,20150915
34,64616812,21st Mortgage Corporation,1626SU000134,Summary Process,Disposed (Statistical Purposes),20161003,20161014
35,64921564,21st Mortgage Corporation,1626CV000157,Civil,Pending,20160826,20160826
36,65520740,21st Mortgage Corporation,16H85SP003609,Housing Court Summary Process,Active,20160912,20160912
37,65534796,21st Mortgage Corporation,16H85SP003610,Housing Court Summary Process,Active,20160912,20160912
38,65668545,21st Mortgage Corporation,1632SU000069,Summary Process,Disposed (Statistical Purposes),20160516,20160616
39,65825664,21st Mortgage Corporation,16 SM 009052,Servicemembers,Open,20160919,20160919
40,66156904,21st Mortgage Corporation,16 SM 007983,Servicemembers,Open,20160811,20160811
41,74053241,21st Mortgage Corporation,1679CV00353,Real Property,Open,20160509,20160509
42,76260418,21st Mortgage Corporation,15 SM 005118,Servicemembers,Closed,20150623,20150924
43,78976826,21st Mortgage Corporation,1715SU000204,Summary Process,Disposed (Statistical Purposes),20171010,20171020
44,79628618,21st Mortgage Corporation,1713SU000324,Summary Process,Disposed (Statistical Purposes),20171031,20171116
45,79831610,21st Mortgage Corporation,1853CV000027,Civil,Disposed (Statistical Purposes),20180110,20180329
46,80951713,21st Mortgage Corporation,17H83SP03946PL,Housing Court Summary Process,Active,20170905,20170905
47,81418443,21st Mortgage Corporation,17 SM 006810,Servicemembers,Closed,20170816,20180822
48,82468890,21st Mortgage Corporation,17 SM 004194,Servicemembers,Closed,20170508,20171205
49,82576264,21st Mortgage Corporation,18 SM 000675,Servicemembers,Closed,20180201,20180823
0,82852255,21st Mortgage Corporation,19H77SP004108,Housing Court Summary Process,Active,20190828,20210428
1,83037636,21st Mortgage Corporation,16 SM 011623,Servicemembers,Closed,20161207,20170815
2,83078693,21st Mortgage Corporation,19 MISC 000264,Miscellaneous,Closed,20190530,20200115
3,83430737,21st Mortgage Corporation,1973CV00873,Real Property,Open,20190919,20190919
4,84032696,21st Mortgage Corporation,19 SM 004865,Servicemembers,Closed,20191015,20200108
5,86893086,21st Mortgage Corporation,18 SM 008034,Servicemembers,Closed,20181224,20190416
6,87053589,21st Mortgage Corporation,19 SM 000432,Servicemembers,Closed,20190123,20190514
7,87123705,21st Mortgage Corporation,18 SM 002170,Servicemembers,Closed,20180403,20180829
8,70250180,21St Mortgage Corporation c/o Shechtman Halperin Savage LLP,1655SU000129,Summary Process,Disposed (Statistical Purposes),20160711,20160804
