,post_id,party_name,case_number,case_type,case_status,file_date,status_date
0,34607075,"Genduso, Kristen",15H83CV00962PL,Housing Court Civil,Active,20151028,20151028
1,26070512,"Genduso, Leigha A",0969CV000211,Civil,Disposed (Statistical Purposes),20090311,20090826
2,55327289,"Genduso, Leigha A",0862CV000749,Civil,Disposed (Statistical Purposes),20080310,20090722
3,34455063,"Genduso, John V",0659SC001840,Small Claims,Disposed (Statistical Purposes),20060913,20061026
4,38179665,"Shala, Mendush",0562SC002583,Small Claims,Disposed (Statistical Purposes),20050705,20050902
5,54037551,"Fernandez/Genduso, Alexandra",0962SC004578,Small Claims,Disposed (Statistical Purposes),20091109,20100409
6,71675202,"Ochenduszko, Edward",1482CV00043,Real Property,Open,20140110,20150610
7,73874855,"Genduso, Frances",1362CV000563,Civil,Disposed (Statistical Purposes),20130328,20131129
8,79876990,"Ascendus, Inc.",2034CV000367,Civil,Open,20201208,20201208
9,80441538,"Ascendus, Inc.",2125CV000522,Civil,Open,20211202,20211202
10,80550136,"Ascendus, Inc.",2114CV000355,Civil,Open,20210902,20210902
11,81053603,"Ascendus, Inc.",2152CV000521,Civil,Open,20210923,20210923
12,81720234,"Ascendus, Inc.",2150CV000745,Civil,Open,20210924,20210924
13,82449572,"Ascendus, Inc.",2122CV000232,Civil,Open,20211202,20211202
14,87187785,"Ascendus, Inc.",2153CV000407,Civil,Open,20210723,20210723
15,87870739,"Ascendus, Inc.",2017CV000114,Civil,Disposed (Statistical Purposes),20201223,20211119
16,88146418,"Ascendus, Inc.",2223CV000118,Civil,Open,20220204,20220204
17,88207370,"Ascendus, Inc.",2086CV000414,Civil,Open,20201216,20201216
18,88271614,"Ascendus, Inc.",2056CV001264,Civil,Open,20201223,20201223
19,88991999,"Ascendus, Inc.",2256CV000241,Civil,Open,20220303,20220303
20,85032409,Geico Aso Ronald Gjoni & Noel Prendushi,2284CV00091,Actions Involving the State/Municipality,Open,20220114,20220114
