,post_id,party_name,case_number,case_type,case_status,file_date,status_date
0,10126709,American Profit Recovery,1121SC000060,Small Claims,Disposed (Statistical Purposes),20110207,20111004
1,20925539,American Profit Recovery,0834SC001012,Small Claims,Disposed (Statistical Purposes),20080815,20081014
2,20925999,American Profit Recovery,0834SC001015,Small Claims,Disposed (Statistical Purposes),20080815,20081028
3,20926420,American Profit Recovery,0834SC001021,Small Claims,Disposed (Statistical Purposes),20080815,20081014
4,20927765,American Profit Recovery,0834SC001014,Small Claims,Disposed (Statistical Purposes),20080815,20081014
5,20928274,American Profit Recovery,0834SC001016,Small Claims,Disposed (Statistical Purposes),20080815,20081014
6,20928876,American Profit Recovery,0834SC001018,Small Claims,Disposed (Statistical Purposes),20080815,20081014
7,20929724,American Profit Recovery,0834SC001020,Small Claims,Disposed (Statistical Purposes),20080815,20090514
8,20930430,American Profit Recovery,0834SC001011,Small Claims,Disposed (Statistical Purposes),20080815,20081014
9,20931238,American Profit Recovery,0834SC001013,Small Claims,Disposed (Statistical Purposes),20080815,20080923
10,20931698,American Profit Recovery,0834SC001019,Small Claims,Disposed (Statistical Purposes),20080815,20081014
11,20933658,American Profit Recovery,0834SC001017,Small Claims,Disposed (Statistical Purposes),20080815,20081014
12,20934112,American Profit Recovery,0834SC001010,Small Claims,Disposed (Statistical Purposes),20080815,20081006
13,20934960,American Profit Recovery,0834SC001022,Small Claims,Disposed (Statistical Purposes),20080815,20081015
14,23902324,American Profit Recovery,0852SC000028,Small Claims,Disposed (Statistical Purposes),20080109,20080313
15,24617341,American Profit Recovery,0747CV000485,Civil,Disposed (Statistical Purposes),20071019,20071120
16,25130173,American Profit Recovery,0854SC000031,Small Claims,Disposed (Statistical Purposes),20080109,20080519
17,25136641,American Profit Recovery,0854SC000030,Small Claims,Disposed (Statistical Purposes),20080109,20080311
18,25228964,American Profit Recovery,0854SC000041,Small Claims,Disposed (Statistical Purposes),20080114,20080311
19,25504904,American Profit Recovery,0847SC000585,Small Claims,Disposed (Statistical Purposes),20080822,20081015
20,27216722,American Profit Recovery,0749SC000751,Small Claims,Disposed (Statistical Purposes),20070611,20070927
21,27227970,American Profit Recovery,0749SC000753,Small Claims,Disposed (Statistical Purposes),20070611,20101015
22,27244048,American Profit Recovery,0749SC000752,Small Claims,Disposed (Statistical Purposes),20070611,20070927
23,27438186,American Profit Recovery,0664SC001959,Small Claims,Disposed (Statistical Purposes),20061031,20061213
24,29801751,American Profit Recovery,0768SC000283,Small Claims,Disposed (Statistical Purposes),20070702,20070827
25,30961010,American Profit Recovery,0766SC000397,Small Claims,Disposed (Statistical Purposes),20070615,20071009
26,30961882,American Profit Recovery,0766SC000398,Small Claims,Disposed (Statistical Purposes),20070615,20080212
27,31893671,American Profit Recovery,0866SC000060,Small Claims,Disposed (Statistical Purposes),20080111,20080410
28,31900325,American Profit Recovery,0866SC000056,Small Claims,Disposed (Statistical Purposes),20080111,20080624
29,31901322,American Profit Recovery,0866SC000059,Small Claims,Disposed (Statistical Purposes),20080111,20080410
30,31910392,American Profit Recovery,0866SC000058,Small Claims,Disposed (Statistical Purposes),20080111,20080410
31,31912875,American Profit Recovery,0866SC000062,Small Claims,Disposed (Statistical Purposes),20080111,20080408
32,31914737,American Profit Recovery,0866SC000061,Small Claims,Disposed (Statistical Purposes),20080111,20080410
33,31964431,American Profit Recovery,0716SC000680,Small Claims,Disposed (Statistical Purposes),20070806,20070924
34,31994455,American Profit Recovery,0866SC000057,Small Claims,Disposed (Statistical Purposes),20080117,20080408
35,32142831,American Profit Recovery,0866CV000237,Civil,Disposed (Statistical Purposes),20080325,20080909
36,34735311,American Profit Recovery,0761SC000852,Small Claims,Disposed (Statistical Purposes),20070824,20071002
37,36193098,American Profit Recovery,0721SC000642,Small Claims,Disposed (Statistical Purposes),20070820,20071210
38,40373690,American Profit Recovery,0670SC000407,Small Claims,Disposed (Statistical Purposes),20061101,20070104
39,42571097,American Profit Recovery,0753CV001289,Civil,Disposed (Statistical Purposes),20070831,20080206
40,42839600,American Profit Recovery,0762SC002918,Small Claims,Disposed (Statistical Purposes),20070816,20071025
41,46247988,American Profit Recovery,0668SC000554,Small Claims,Disposed (Statistical Purposes),20061115,20070212
42,47010658,American Profit Recovery,0854CV000349,Civil,Disposed (Statistical Purposes),20080313,20080610
43,47060801,American Profit Recovery,0857SC000052,Small Claims,Disposed (Statistical Purposes),20080114,20080228
44,47060990,American Profit Recovery,0857SC000053,Small Claims,Disposed (Statistical Purposes),20080114,20080304
45,47061066,American Profit Recovery,0857SC000050,Small Claims,Disposed (Statistical Purposes),20080114,20080228
46,47061089,American Profit Recovery,0857SC000054,Small Claims,Disposed (Statistical Purposes),20080114,20080123
47,47061103,American Profit Recovery,0857SC000051,Small Claims,Disposed (Statistical Purposes),20080114,20080228
48,47061395,American Profit Recovery,0857SC000056,Small Claims,Disposed (Statistical Purposes),20080114,20080205
49,47061427,American Profit Recovery,0857SC000055,Small Claims,Disposed (Statistical Purposes),20080114,20080304
0,47061466,American Profit Recovery,0857SC000057,Small Claims,Disposed (Statistical Purposes),20080114,20080228
1,51795732,American Profit Recovery,0862SC002978,Small Claims,Disposed (Statistical Purposes),20080818,20081022
2,51795930,American Profit Recovery,0862SC002970,Small Claims,Disposed (Statistical Purposes),20080818,20090318
3,51796232,American Profit Recovery,0862SC002973,Small Claims,Disposed (Statistical Purposes),20080818,20081015
4,51797762,American Profit Recovery,0862SC002969,Small Claims,Disposed (Statistical Purposes),20080818,20080911
5,51797932,American Profit Recovery,0862SC002968,Small Claims,Disposed (Statistical Purposes),20080818,20081009
6,51798078,American Profit Recovery,0862SC002971,Small Claims,Disposed (Statistical Purposes),20080818,20081015
7,51798274,American Profit Recovery,0862SC002965,Small Claims,Disposed (Statistical Purposes),20080818,20081009
8,51798470,American Profit Recovery,0862SC002980,Small Claims,Disposed (Statistical Purposes),20080818,20081022
9,51799781,American Profit Recovery,0862SC002967,Small Claims,Disposed (Statistical Purposes),20080818,20081009
10,51800683,American Profit Recovery,0862SC002966,Small Claims,Disposed (Statistical Purposes),20080818,20081009
11,51800845,American Profit Recovery,0862SC002963,Small Claims,Disposed (Statistical Purposes),20080818,20081009
12,51801011,American Profit Recovery,0862SC002975,Small Claims,Disposed (Statistical Purposes),20080818,20081022
13,51801155,American Profit Recovery,0862SC002977,Small Claims,Disposed (Statistical Purposes),20080818,20081022
14,51801340,American Profit Recovery,0862SC002976,Small Claims,Disposed (Statistical Purposes),20080818,20081022
15,51801767,American Profit Recovery,0862SC002974,Small Claims,Disposed (Statistical Purposes),20080818,20081015
16,51801948,American Profit Recovery,0862SC002979,Small Claims,Disposed (Statistical Purposes),20080818,20081022
17,51802173,American Profit Recovery,0862SC002964,Small Claims,Disposed (Statistical Purposes),20080818,20080911
18,51802601,American Profit Recovery,0862SC002972,Small Claims,Disposed (Statistical Purposes),20080818,20081015
19,10417696,American Profit Recovery as Assignee of Benjamin Franklin Bank,1166SP000025,Supplementary Process,Disposed (Statistical Purposes),20110128,20110525
20,10644677,American Profit Recovery As Assignee For All About,1165SP000014,Supplementary Process,Pending,20110127,20110127
21,14731255,"American Profit Recovery, Inc,,",1021CV000117,Civil,Disposed (Statistical Purposes),20100218,20100728
22,23350907,American Profit Recovery Assignee Of Wood Palace K,0825CV000430,Civil,Disposed (Statistical Purposes),20080319,20080523
23,24181549,"American Profit Recovery, As Assignee Of Bridgewat",0815CV002452,Civil,Disposed (Statistical Purposes),20080821,20090615
24,29390151,"American Profit Recovery, Inc.",0817CV000032,Civil,Disposed (Statistical Purposes),20080116,20080603
25,38579134,"American Profit Recovery, Inc.",0843CV000661,Civil,Disposed (Statistical Purposes),20080902,20081230
26,42931537,"American Profit Recovery, Inc.",0870CV000212,Civil,Disposed (Statistical Purposes),20080930,20081211
27,46836470,"American Profit Recovery, Inc.",0821CV000643,Civil,Disposed (Statistical Purposes),20081006,20090211
28,32139934,American Profit Recovery Assignee Of Benjamin Fran,0866CV000238,Civil,Disposed (Statistical Purposes),20080325,20080829
29,32153833,American Profit Recovery Assignee Of Apex Dental P,0866CV000236,Civil,Disposed (Statistical Purposes),20080325,20080829
30,38858987,American Profit Recovery As Assignee Of Benjamin F,0851SC000046,Small Claims,Disposed (Statistical Purposes),20080225,20080225
31,46991169,American Profit Recovery As Assignee Of Benjamin F,0851SC000042,Small Claims,Disposed (Statistical Purposes),20080124,20080304
32,46991395,American Profit Recovery As Assignee Of Benjamin F,0851SC000043,Small Claims,Disposed (Statistical Purposes),20080124,20080328
33,46991906,American Profit Recovery As Assignee Of Benjamin F,0851SC000044,Small Claims,Disposed (Statistical Purposes),20080124,20080429
34,46992267,American Profit Recovery As Assignee Of Benjamin F,0851SC000045,Small Claims,Disposed (Statistical Purposes),20080124,20080226
35,41946800,"American Profit Recovery,",0760CV000726,Civil,Disposed (Statistical Purposes),20070831,20080129
