,post_id,party_name,case_number,case_type,case_status,file_date,status_date
0,2498781,Federated Financial Corporation of America,1468CV000083,Civil,Disposed (Statistical Purposes),20140403,20140523
1,3513169,Federated Financial Corporation of America,1449CV000318,Civil,Disposed (Statistical Purposes),20140603,20150109
2,3851446,Federated Financial Corporation of America,1015CV001737,Civil,Disposed (Statistical Purposes),20100622,20100816
3,4872488,Federated Financial Corporation of America,1454CV000246,Civil,Disposed (Statistical Purposes),20140404,20140530
4,6089210,Federated Financial Corporation of America,1255CV000567,Civil,Disposed (Statistical Purposes),20121108,20140131
5,7180996,Federated Financial Corporation of America,1447SP000043,Supplementary Process,Disposed (Statistical Purposes),20140714,20150106
6,8309917,Federated Financial Corporation of America,1113SP000338,Supplementary Process,Disposed (Statistical Purposes),20110414,20110614
7,9194931,Federated Financial Corporation of America,1457CV000507,Civil,Disposed (Statistical Purposes),20141006,20150327
8,9785523,Federated Financial Corporation of America,1249SP000160,Supplementary Process,Disposed (Statistical Purposes),20120406,20120524
9,10650931,Federated Financial Corporation of America,1227CV000463,Civil,Disposed (Statistical Purposes),20121029,20121121
10,10743220,Federated Financial Corporation of America,1238CV000709,Civil,Disposed (Statistical Purposes),20121107,20140304
11,10787776,Federated Financial Corporation of America,1358SP000210,Supplementary Process,Disposed (Statistical Purposes),20130909,20131107
12,11236772,Federated Financial Corporation of America,1433SP000077,Supplementary Process,Disposed (Statistical Purposes),20140324,20150126
13,12336350,Federated Financial Corporation of America,1234CV000766,Civil,Disposed (Statistical Purposes),20121029,20130322
14,16202590,Federated Financial Corporation of America,1327SP000120,Supplementary Process,Disposed (Statistical Purposes),20130919,20131018
15,16213709,Federated Financial Corporation of America,1023SP000798,Supplementary Process,Disposed (Statistical Purposes),20100625,20100817
16,18648991,Federated Financial Corporation of America,1106SP000111,Supplementary Process,Disposed (Statistical Purposes),20110218,20111121
17,19074700,Federated Financial Corporation of America,1485CV00412,Contract / Business Cases,Closed,20140304,20140514
18,19199249,Federated Financial Corporation of America,1305CV000300,Civil,Disposed (Statistical Purposes),20131021,20131210
19,20204043,Federated Financial Corporation of America,0707CV001334,Civil,Disposed (Statistical Purposes),20071114,20080801
20,20946254,Federated Financial Corporation of America,0834SP000197,Supplementary Process,Disposed (Statistical Purposes),20080527,20080814
21,22158550,Federated Financial Corporation of America,0752CV001375,Civil,Disposed (Statistical Purposes),20071004,20080122
22,22477058,Federated Financial Corporation of America,0806CV001463,Civil,Disposed (Statistical Purposes),20081208,20090219
23,22937192,Federated Financial Corporation of America,1514CV000430,Civil,Pending,20151014,20151014
24,23484945,Federated Financial Corporation of America,0848CV000679,Civil,Disposed (Statistical Purposes),20081105,20081223
25,23918874,Federated Financial Corporation of America,1568SP000005,Supplementary Process,Disposed (Statistical Purposes),20150205,20150225
26,23949346,Federated Financial Corporation of America,0809CV000390,Civil,Disposed (Statistical Purposes),20090102,20090508
27,24713351,Federated Financial Corporation of America,1554CV000398,Civil,Disposed (Statistical Purposes),20150729,20150826
28,25200749,Federated Financial Corporation of America,0649SP000065,Supplementary Process,Disposed (Statistical Purposes),20060222,20060329
29,27257887,Federated Financial Corporation of America,0814CV001532,Civil,Disposed (Statistical Purposes),20081107,20090526
30,27407769,Federated Financial Corporation of America,0814CV001692,Civil,Disposed (Statistical Purposes),20081208,20090417
31,28927233,Federated Financial Corporation of America,0864CV001158,Civil,Disposed (Statistical Purposes),20081113,20090320
32,29317191,Federated Financial Corporation of America,0864CV001269,Civil,Disposed (Statistical Purposes),20081208,20090223
33,30145108,Federated Financial Corporation of America,0750CV001951,Civil,Disposed (Statistical Purposes),20071120,20080227
34,32119803,Federated Financial Corporation of America,0889CV001093,Civil,Disposed (Statistical Purposes),20081208,20090413
35,32958741,Federated Financial Corporation of America,0863CV000512,Civil,Disposed (Statistical Purposes),20081219,20090225
36,33701548,Federated Financial Corporation of America,0961CV000377,Civil,Disposed (Statistical Purposes),20090526,20091118
