,post_id,party_name,case_number,case_type,case_status,file_date,status_date
0,18343306,"IMEC, Inc., f/k/a H2O Systems",1175CV00001,Equitable Remedies,Closed,20110121,20110610
1,47829482,"IMEC, Inc., f/k/a H2O Systems",1175CV00036,Equitable Remedies,Closed,20110610,20120228
2,25021119,"N.A.C. Security & Stereo Systems, Inc.",0832CV000621,Civil,Disposed (Statistical Purposes),20080403,20080929
3,28898736,Crf Inc. Interior System,0556SC002202,Small Claims,Disposed (Statistical Purposes),20050603,20050708
4,38000832,"Brady Mktg Ent., Inc. Dba Jan Pro Cleaning Systems",0653SC001296,Small Claims,Disposed (Statistical Purposes),20060711,20061003
5,56863484,"De Lage Landen Financial Services, Inc., Assignee Of RPB Systems",1081CV03165,Contract / Business Cases,Closed,20100824,20101109
6,65712857,"IMEC, INC. f/k/a Systems H20, Inc.",0975CV00036,Contract / Business Cases,Closed,20090513,20120221
7,65826743,"IMEC, INC. f/k/a Systems H20, Inc.",0975CV00035,Contract / Business Cases,Closed,20090512,20120221
8,65830272,"IMEC, INC. f/k/a Systems H20, Inc.",0975CV00034,Contract / Business Cases,Closed,20090512,20120221
9,67953416,"ACS Group, Inc., d/b/a Aquino Construction Systems",0981CV01806,Contract / Business Cases,Closed,20090511,20100223
10,74456243,"Entegee, Inc. d/b/a Systems Pros",0581CV00138,Equitable Remedies,Closed,20050114,20050216
11,77615786,"Door Systems, Inc. D/B/A Middlesex Door Systems",2253SC000035,Small Claims,Open,20220117,20220117
12,80447298,NECCS Inc. D/B/A System 4 of Boston,1756SC001346,Small Claims,Open,20170519,20170519
13,80448775,NECCS Inc. D/B/A System 4 of Boston,1756SC001345,Small Claims,Disposed (Statistical Purposes),20170519,20170707
