,post_id,party_name,case_number,case_type,case_status,file_date,status_date
0,3468722,Scales Industrial Technologies,1229SC000455,Small Claims,Disposed (Statistical Purposes),20121220,20130205
1,16320074,Scales Industrial Technologies,1162SC001234,Small Claims,Disposed (Statistical Purposes),20110425,20110627
2,49503360,Scales Industrial Technologies,1062SC003038,Small Claims,Disposed (Statistical Purposes),20101103,20110125
3,5262513,Tessco Techonologies Incorporated,1022CV000612,Civil,Disposed (Statistical Purposes),20101021,20110107
4,34699560,"Tessco Technologies, Inc.",0913SP000305,Supplementary Process,Disposed (Statistical Purposes),20090410,20090629
5,39016935,"Tessco Technologies, Inc.",0757CV000410,Civil,Disposed (Statistical Purposes),20070515,20070921
6,59981149,"Tessco Technologies, Inc.",0813CV002464,Civil,Disposed (Statistical Purposes),20081105,20090209
7,37002090,"Tessco Technologies, Inc",0751SC000511,Small Claims,Disposed (Statistical Purposes),20070511,20070717
8,46431824,"Scales Industrial Technologies, Inc",0717SC000504,Small Claims,Disposed (Statistical Purposes),20070711,20070907
9,48770980,Metrowest Muscoloskeletal and Neurological Associates Mangement Corp.,1651SC000287,Small Claims,Pending,20160422,20160422
10,67626354,"Dyncorp Technical Services, LLC n/k/a CSC Applied Technologies",0981CV01111,Administrative Civil Actions,Closed,20090320,20090806
11,74377642,"Hardscape Technologies, Inc.",1383CV00056,Contract / Business Cases,Open,20130115,20130211
12,79393802,"J & J Driving School & Logistics, Inc.",1733SC002934,Small Claims,Disposed (Statistical Purposes),20171221,20180213
13,80210704,Ascension Logistics,2001SC000236EF,Small Claims,Disposed (Statistical Purposes),20200226,20200504
14,88536484,"Scott Medical Logistics, LLC",2082CV00518,Contract / Business Cases,Open,20200602,20200602
